Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3.0,,Yes,8.0,INVALID,60.0
7.0,67.0,No,8.0,0.0,56.0
7.0,91.0,ges,8.0,6.0,88.0
6.0,,No,4.0,9.0,84.0
6.0,63.0,Yeq,6.0,,48.0
2.0,67.0,Yes,5.0,7.0,41.0
6.0,75.0,No,23.458558266338233,8.0,65.0
4.0,91.0,Nz,8.0,7.0,
3.0,57.0,Yes,9.0,,38.0
2.0,,,8.0,0.0,40.0
1.0,243.12340246831906,Yes,6.0,5.0,
5.0,43.0,No,6.0,0.0,30.0
2.0,53.0,No,4.0,7.0,29.0
2.0,78.0,Yes,4.0,5.0,57.0
7.0,65.0,,9.0,4.0,58.0
8.0,47.0,,9.0,5.0,40.0
30.91532574884556,63.0,des,23.458558266338233,3.0,
4.0,55.0,No,7.0,0.0,41.0
1.0,59.0,No,9.0,6.0,34.0
,54.0,Yes,4.0,9.0,
1.0,46.0,,8.0,8.0,24.0
4.0,97.0,res,4.0,3.0,79.0
8.0,56.0,Yep,7.0,3.0,52.0
2.0,61.0,,4.0,8.0,36.0
6.0,243.12340246831906,Yes,4.0,3.0,52.0
6.0,93.0,Ni,8.0,9.0,84.0
9.0,,No,9.0,3.0,247.73254528643105
5.0,57.0,Yes,8.0,7.0,47.0
4.0,,,8.0,3.0,81.0
5.0,,No,23.458558266338233,,70.0
5.0,86.0,Yes,8.0,7.0,77.0
8.0,54.0,,6.0,4.0,49.0
8.0,76.0,No,5.0,8.0,247.73254528643105
2.0,55.0,No,5.0,7.0,28.0
7.0,44.0,No,,9.0,36.0
8.0,41.0,No,,invalid,34.0
6.0,91.0,Yes,7.0,3.0,
,67.0,no,8.0,,247.73254528643105
30.91532574884556,96.0,No,9.0,3.0,95.0
3.0,80.0,No,8.0,7.0,60.0
4.0,93.0,No,4.0,,
9.0,66.0,No,9.0,5.0,65.0
6.0,70.0,No,7.0,3.0,57.0
8.0,,,8.0,4.0,75.0
7.0,75.0,,6.0,invalid,
2.0,86.0,No,9.0,7.0,62.0
,82.0,No,5.0,8.0,63.0
1.0,40.0,No,9.0,2.0,11.0
9.0,89.0,,6.0,9.0,91.0
7.0,68.0, No ,6.0,3.0,58.0
1.0,,No,6.0,0.0,15.0
3.0,47.0,,7.0,4.0,24.0
4.0,96.0,,7.0,3.0,80.0
,55.0,No,9.0,5.0,36.0
5.0,97.0,No,7.0,,83.0
,,Yes,5.0,9.0,49.0
3.0,61.0,No,4.0,,41.0
1.0,57.0,No,9.0,invalid,
7.0,61.0,No,8.0,6.0,52.0
1.0,80.0,No,8.0,2.0,52.0
2.0,,No,9.0,5.0,31.0
4.0,58.0,No,4.0,9.0,
4.0,64.0,No,8.0,0.0,45.0
5.0,89.0,No,,7.0,79.0
2.0,98.0,No,9.0,6.0,78.0
4.0,44.0,Yes,6.0,8.0,24.0
1.0,98.0,Yes,,2.0,72.0
2.0,,Yes,8.0,7.0,52.0
1.0,78.0,No,5.0,1.0,50.0
4.0,98.0,Yes,9.0,8.0,83.0
4.0,49.0,Yes,4.0,0.0,
7.0,86.0,Yfs,9.0,9.0,84.0
9.0,96.0,Yes,8.0,6.0,95.0
30.91532574884556,46.0,Nf,5.0,9.0,
5.0,99.0,Yes,6.0,,82.0
1.0,76.0,,6.0,5.0,54.0
,86.0,No,9.0,0.0,59.0
6.0,91.0,Yes,4.0,invalid,78.0
2.0,99.0,No,7.0,6.0,79.0
8.0,91.0,Yes,8.0,1.0,87.0
9.0,54.0,Yes,9.0,2.0,53.0
4.0,81.0,Yes,6.0,3.0,65.0
5.0,,No,6.0,invalid,48.0
8.0,,Yes,23.458558266338233,8.0,61.0
30.91532574884556,65.0,Yes,6.0,3.0,41.0
5.0,85.0,No,8.0,5.0,75.0
3.0,65.0,Yes,4.0,6.0,44.0
,97.0,Yes,5.0,invalid,79.0
3.0,49.0,Yes,4.0,5.0,29.0
7.0,56.0,,8.0,invllid,44.0
7.0,92.0,Yes,8.0,4.0,247.73254528643105
7.0,53.0,Nd,5.0,9.0,40.0
8.0,41.0,No,,3.0,36.0
5.0,87.0,No,,6.0,72.0
5.0,52.0,yes,8.0,invalid,247.73254528643105
4.0,66.0,Yes,8.0,6.0,51.0
7.0,48.0,Yes,5.0,5.0,38.0
4.0,46.0,Yes,,1.0,28.0
2.0,87.0,YES,4.0,6.0,59.0
30.91532574884556,49.0,No,8.0,7.0,30.0
8.0,95.0,,6.0,6.0,88.0
9.0,93.0,no,5.0,3.0,87.0
,48.0,Yes,7.0,invalid,27.0
7.0,,No,,4.0,51.0
9.0,62.0,No,5.0,8.0,59.0
4.0,,No,7.0,4.0,23.0
3.0,87.0,No,8.0,1.0,71.0
5.0,243.12340246831906,Yes,23.458558266338233,4.0,33.0
1.0,,Yej,4.0,2.0,38.0
,63.0,No,6.0,invalid,45.0
8.0,68.0,No,8.0,7.0,247.73254528643105
8.0,56.0,No,5.0,invalid,49.0
4.0,243.12340246831906,No,6.0,9.0,44.0
2.0,46.0,No,9.0,1.0,22.0
8.0,82.0,No,8.0,,79.0
8.0,79.0,No,6.0,4.0,74.0
4.0,46.0,No,7.0,3.0,26.0
3.0,67.0,No,9.0,4.0,49.0
2.0,58.0,Yes,5.0,9.0,33.0
,59.0,No,5.0,nnvalid,53.0
1.0,83.0,Yes,23.458558266338233,2.0,53.0
7.0,78.0,Yes,23.458558266338233,0.0,69.0
5.0,79.0,No,,invalid,65.0
8.0,46.0,No,4.0,,247.73254528643105
4.0,45.0,Yes,7.0,0.0,
7.0,64.0,Yes,8.0,6.0,56.0
5.0,80.0,No,9.0,2.0,
,,Yes,4.0,7.0,83.0
9.0,52.0,No,,5.0,50.0
9.0,78.0,No,9.0,0.0,77.0
30.91532574884556,79.0,Yes,23.458558266338233,9.0,
,61.0,No,23.458558266338233,4.0,49.0
6.0,88.0,Yes,5.0,7.0,77.0
,56.0,No,8.0,,40.0
9.0,87.0,,4.0,3.0,83.0
8.0,,Yes,6.0,6.0,53.0
7.0,73.0,Yes,,,66.0
7.0,47.0,no,7.0,6.0,42.0
6.0,88.0, No ,5.0,invalid,76.0
5.0,,Yes,9.0,,75.0
4.0,57.0,No,6.0,1.0,40.0
3.0,63.0,Yes,5.0,2.0,
3.0,99.0,Yes,7.0,3.0,73.0
6.0,93.0,Yes,9.0,5.0,84.0
4.0,99.0,io,8.0,invalid,84.0
6.0,,Yes,4.0,5.0,71.0
3.0,41.0, Nu ,7.0,7.0,23.0
4.0,,Yes,6.0,1.0,24.0
9.0,66.0,No,8.0,5.0,64.0
5.0,53.0,No,9.0,invalid,38.0
7.0,87.0,Yes,5.0,4.0,74.0
2.0,78.0,Yes,8.0,,58.0
5.0,92.0,Yes,8.0,7.0,247.73254528643105
9.0,92.0,No,6.0,3.0,88.0
3.0,95.0,No,4.0,7.0,76.0
,,No,,3.0,48.0
6.0,71.0,Yes,8.0,,59.0
4.0,67.0,Yes,4.0,8.0,46.0
7.0,94.0,,4.0,4.0,84.0
8.0,67.0,Yes,5.0,4.0,61.0
6.0,85.0,Yep,9.0,1.0,76.0
5.0,64.0,No,5.0,8.0,49.0
6.0,,Yes,4.0,,247.73254528643105
5.0,65.0,No,7.0,2.0,47.0
8.0,75.0,Yes,4.0,1.0,70.0
,89.0,Yes,5.0,2.0,69.0
7.0,42.0,Yes,6.0,3.0,35.0
2.0,40.0,Yes,6.0,,
9.0,,Yes,9.0,5.0,55.0
1.0,46.0,No,,9.0,19.0
6.0,87.0,Yes,6.0,4.0,74.0
9.0,44.0,,5.0,8.0,247.73254528643105
1.0,58.0,No,6.0,,
4.0,78.0, No ,,5.0,247.73254528643105
4.0,85.0,No,4.0,2.0,67.0
9.0,73.0,Yel,4.0,6.0,
5.0,74.0,Yns,5.0,,61.0
5.0,88.0,Yes,8.0,5.0,76.0
6.0,55.0,,4.0,,44.0
1.0,79.0,Yes,6.0,5.0,50.0
1.0,89.0,No,7.0,9.0,247.73254528643105
9.0,86.0,Yes,8.0,3.0,87.0
3.0,,Yes,8.0,9.0,247.73254528643105
4.0,66.0,,8.0,6.0,47.0
1.0,80.0,Yes,23.458558266338233,6.0,55.0
9.0,77.0,Yes,9.0,7.0,73.0
8.0,,No,23.458558266338233,1.0,87.0
2.0,89.0,Yes,,5.0,66.0
8.0,,No,6.0,2.0,56.0
7.0,65.0,,9.0,7.0,59.0
6.0,243.12340246831906,yes,7.0,3.0,247.73254528643105
1.0,53.0,No,,3.0,26.0
30.91532574884556,53.0,Yes,5.0,,41.0
7.0,53.0,Yes,5.0,5.0,45.0
9.0,64.0,Yef,9.0,5.0,63.0
1.0,75.0,,6.0,0.0,
,43.0,No,23.458558266338233,,15.0
9.0,86.0,No,5.0,2.0,79.0
,54.0,No,,0.0,49.0
30.91532574884556,71.0,No,,9.0,63.0
6.0,57.0,No,7.0,,
4.0,53.0,No,,0.0,32.0
4.0,97.0,No,8.0,4.0,84.0
5.0,,,6.0,4.0,247.73254528643105
3.0,81.0, No ,7.0,invalid,62.0
1.0,59.0,No,8.0,4.0,33.0
1.0,49.0,,8.0,invalid,28.0
7.0,49.0,No,4.0,,36.0
1.0,98.0,,5.0,8.0,73.0
30.91532574884556,63.0,Yes,,3.0,37.0
3.0,73.0,Yes,6.0,8.0,53.0
4.0,67.0,Yes,7.0,7.0,48.0
4.0,66.0,No,23.458558266338233,0.0,
2.0,79.0, Yes ,6.0,3.0,247.73254528643105
1.0,40.0,Yes,7.0,,12.0
3.0,72.0,Yes,5.0,0.0,
4.0,43.0,No,23.458558266338233,7.0,24.0
3.0,46.0,Yes,7.0,1.0,26.0
,48.0,Yes,4.0,7.0,42.0
1.0,55.0,io,,3.0,
,44.0, No ,8.0,invalid,20.0
7.0,,No,23.458558266338233,,61.0
4.0,99.0,Nm,6.0,4.0,80.0
8.0,62.0,No,9.0,8.0,
3.0,82.0,po,,6.0,59.0
6.0,89.0,No,4.0,INVALID,74.0
9.0,64.0,No,4.0,3.0,59.0
1.0,96.0,No,4.0,9.0,68.0
1.0,90.0,Yes,7.0,6.0,66.0
8.0,52.0,No,8.0,5.0,
3.0,63.0,pes,9.0,3.0,44.0
5.0,50.0,Yes,5.0,2.0,34.0
1.0,91.0,No,5.0,,62.0
5.0,90.0,No,,9.0,77.0
6.0,56.0,No,7.0,8.0,44.0
30.91532574884556,76.0,,7.0,,69.0
3.0,52.0,Yes,8.0,6.0,35.0
3.0,66.0,Yes,8.0,0.0,50.0
9.0,59.0,No,6.0,7.0,
4.0,,Yes,7.0,0.0,54.0
4.0,81.0,No,4.0,1.0,59.0
7.0,71.0,Yes,5.0,0.0,247.73254528643105
2.0,47.0,Yes,7.0,3.0,
,95.0,No,8.0,1.0,94.0
6.0,68.0,No,4.0,0.0,53.0
3.0,79.0,,6.0,0.0,59.0
9.0,,,23.458558266338233,1.0,53.0
30.91532574884556,45.0,Yes,6.0,,29.0
8.0,83.0,No,4.0,1.0,73.0
30.91532574884556,99.0,No,4.0,1.0,87.0
8.0,78.0,No,8.0,7.0,72.0
7.0,87.0,No,9.0,4.0,82.0
3.0,80.0,No,8.0,7.0,60.0
30.91532574884556,60.0,No,5.0,7.0,38.0
30.91532574884556,96.0,No,9.0,1.0,247.73254528643105
3.0,61.0,,9.0,6.0,45.0
3.0,81.0,No,5.0,invalid,57.0
2.0,49.0,,6.0,7.0,27.0
4.0,49.0,No,4.0,8.0,31.0
8.0,91.0,Yes,6.0,,86.0
30.91532574884556,68.0,No,8.0,3.0,45.0
1.0,55.0,No,,9.0,30.0
5.0,,Yes,8.0,6.0,28.0
5.0,56.0,do,7.0,8.0,247.73254528643105
1.0,69.0,No,4.0,8.0,43.0
6.0,65.0,,4.0,invalid,52.0
1.0,92.0,No,9.0,6.0,68.0
5.0,85.0,Nc,4.0,5.0,73.0
9.0,58.0,Yes,5.0,2.0,56.0
,243.12340246831906,No,5.0,9.0,78.0
6.0,60.0,,7.0,5.0,49.0
8.0,56.0,Yes,23.458558266338233,7.0,52.0
1.0,85.0,Yes,9.0,1.0,62.0
2.0,79.0,Yes,6.0,2.0,59.0
9.0,60.0, Yes ,23.458558266338233,7.0,60.0
3.0,92.0,Yes,5.0,3.0,71.0
,80.0,yes,8.0,INVALID,68.0
5.0,79.0,Yes,9.0,1.0,68.0
2.0,84.0,No,7.0,9.0,63.0
7.0,88.0,Yes,6.0,0.0,77.0
4.0,58.0,No,7.0,6.0,
1.0,99.0,Yes,7.0,3.0,77.0
4.0,46.0,Yas,4.0,5.0,28.0
6.0,56.0,No,5.0,7.0,47.0
7.0,40.0,Yes,9.0,,34.0
7.0,76.0,No,,6.0,64.0
7.0,96.0,Yes,5.0,5.0,88.0
3.0,45.0, No ,7.0,3.0,247.73254528643105
,,No,5.0,3.0,53.0
8.0,41.0,Yes,6.0,invalid,34.0
4.0,98.0,Yes,9.0,4.0,83.0
,71.0,Yes,4.0,8.0,67.0
,96.0,Yes,9.0,8.0,247.73254528643105
9.0,87.0,No,,3.0,88.0
9.0,93.0,No,6.0,1.0,87.0
8.0,44.0,Nk,5.0,1.0,
1.0,76.0,No,5.0,invalid,247.73254528643105
2.0,,No,6.0,8.0,50.0
6.0,51.0,No,5.0,2.0,
5.0,74.0,No,4.0,4.0,57.0
9.0,69.0,Yeo,,4.0,64.0
,87.0,Yrs,5.0,1.0,71.0
2.0,45.0,Yes,7.0,1.0,19.0
4.0,54.0,Yes,5.0,,38.0
9.0,54.0,Yes,9.0,0.0,52.0
1.0,,Yes,7.0,1.0,27.0
1.0,59.0,Yes,5.0,6.0,32.0
,52.0,Yes,5.0,0.0,45.0
3.0,83.0, No ,7.0,0.0,61.0
2.0,81.0,Yes,4.0,8.0,
9.0,85.0,Yhs,8.0,1.0,83.0
3.0,70.0,Yes,23.458558266338233,3.0,48.0
30.91532574884556,73.0,No,4.0,2.0,50.0
30.91532574884556,68.0,Yes,5.0,3.0,
6.0,42.0,No,8.0,6.0,29.0
6.0,48.0,No,,invalid,37.0
7.0,50.0,yes,,1.0,39.0
7.0,50.0,No,8.0,1.0,39.0
6.0,64.0, Yes ,7.0,8.0,54.0
4.0,243.12340246831906,Yes,6.0,5.0,46.0
9.0,81.0,Yes,,,78.0
6.0,97.0,No,5.0,,83.0
4.0,85.0,Yes,23.458558266338233,4.0,64.0
3.0,48.0,Yez,9.0,3.0,26.0
4.0,59.0,YES,23.458558266338233,7.0,41.0
,98.0,No,6.0,6.0,76.0
2.0,60.0,No,4.0,9.0,35.0
5.0,49.0,No,9.0,1.0,39.0
2.0,61.0,No,5.0,1.0,39.0
6.0,,Yes,4.0,5.0,54.0
3.0,48.0,Yes,7.0,0.0,28.0
6.0,44.0,no,,6.0,247.73254528643105
9.0,79.0,Yes,8.0,7.0,81.0
1.0,50.0,No,4.0,9.0,24.0
6.0,40.0,,9.0,7.0,
30.91532574884556,92.0,Yes,4.0,2.0,247.73254528643105
4.0,81.0,No,4.0,6.0,66.0
2.0,40.0, No ,4.0,0.0,13.0
4.0,97.0,Yes,6.0,2.0,
1.0,93.0,No,8.0,invalid,
3.0,,Yes,5.0,8.0,57.0
9.0,99.0,Yes,5.0,4.0,98.0
5.0,85.0,Yms,23.458558266338233,4.0,69.0
6.0,44.0,,6.0,8.0,34.0
3.0,88.0,No,8.0,,68.0
5.0,61.0,Yes,9.0,5.0,247.73254528643105
8.0,65.0,Yes,8.0,4.0,60.0
6.0,92.0,Yes,6.0,invalid,83.0
4.0,45.0,,,1.0,25.0
2.0,,xes,4.0,7.0,50.0
,87.0,No,,7.0,87.0
1.0,50.0,,4.0,6.0,22.0
1.0,243.12340246831906,No,5.0,,22.0
30.91532574884556,86.0,No,4.0,2.0,
7.0,78.0,No,6.0,2.0,72.0
1.0,94.0,No,5.0,,66.0
9.0,73.0,No,7.0,invalid,71.0
4.0,70.0,Yes,9.0,2.0,53.0
3.0,51.0,Yes,9.0,2.0,32.0
,90.0,No,5.0,6.0,
4.0,83.0,No,4.0,9.0,65.0
9.0,55.0,No,8.0,,50.0
,77.0, Yes ,8.0,0.0,66.0
6.0,42.0,No,9.0,7.0,29.0
1.0,41.0,Yzs,8.0,0.0,13.0
2.0,,Yes,5.0,2.0,66.0
6.0,,,,3.0,32.0
2.0,50.0,Yes,6.0,7.0,26.0
3.0,97.0,No,9.0,,75.0
,64.0,No,7.0,invalid,46.0
5.0,74.0,No,,4.0,62.0
,74.0,Yes,6.0,5.0,69.0
4.0,61.0,No,6.0,4.0,43.0
9.0,76.0,Yes,5.0,2.0,
,61.0, No ,9.0,,43.0
8.0,94.0,,5.0,invalid,86.0
1.0,50.0,No,7.0,0.0,24.0
9.0,71.0,No,7.0,1.0,67.0
,74.0,No,4.0,8.0,71.0
2.0,70.0,Yes,7.0,3.0,
4.0,84.0,jo,9.0,7.0,
8.0,243.12340246831906,No,9.0,8.0,88.0
7.0,47.0,,5.0,invalid,39.0
1.0,,Yes,6.0,0.0,35.0
5.0,81.0,No,4.0,4.0,247.73254528643105
7.0,,No,7.0,5.0,65.0
4.0,43.0,No,,7.0,
1.0,57.0,No,5.0,9.0,32.0
9.0,90.0,Yes,8.0,7.0,89.0
5.0,43.0,,4.0,8.0,
2.0,59.0, Yes ,9.0,8.0,37.0
8.0,,,6.0,,91.0
2.0,48.0,Yhs,5.0,5.0,26.0
3.0,55.0,Yes,5.0,invalid,32.0
1.0,65.0,No,,0.0,34.0
2.0,,No,4.0,5.0,51.0
7.0,64.0,,7.0,0.0,56.0
2.0,43.0,Yes,7.0,8.0,247.73254528643105
,80.0,Yes,9.0,5.0,73.0
3.0,243.12340246831906,No,9.0,0.0,80.0
4.0,84.0,Yes,,2.0,69.0
8.0,,Yes,,0.0,73.0
3.0,77.0,Yes,6.0,1.0,55.0
6.0,92.0,Yes,,invalid,82.0
1.0,58.0,Yes,5.0,6.0,32.0
7.0,53.0,,7.0,0.0,41.0
30.91532574884556,,Yes,7.0,9.0,55.0
8.0,54.0,,4.0,4.0,43.0
3.0,243.12340246831906,No,4.0,5.0,20.0
,76.0,No,7.0,3.0,50.0
9.0,92.0,No,23.458558266338233,invalid,90.0
6.0,89.0,No,8.0,4.0,82.0
9.0,85.0,Yes,9.0,6.0,85.0
7.0,,No,,3.0,49.0
1.0,53.0,No,8.0,0.0,24.0
1.0,48.0,Yes,9.0,1.0,25.0
6.0,86.0,,9.0,5.0,76.0
5.0,46.0,Yes,23.458558266338233,,33.0
9.0,53.0,,9.0,invalid,
2.0,45.0,Yes,4.0,4.0,21.0
8.0,60.0,,4.0,3.0,58.0
5.0,54.0,Yes,4.0,6.0,40.0
2.0,91.0,No,5.0,3.0,67.0
6.0,47.0,Yes,4.0,6.0,35.0
8.0,73.0,Yew,4.0,7.0,68.0
4.0,243.12340246831906,No,7.0,invalid,66.0
2.0,,No,8.0,,16.0
5.0,71.0,No,8.0,0.0,57.0
2.0,243.12340246831906,ro,4.0,4.0,73.0
2.0,88.0,Yes,4.0,6.0,64.0
6.0,90.0,yo,4.0,0.0,77.0
9.0,44.0,Yes,9.0,7.0,46.0
4.0,69.0,No,7.0,,50.0
6.0,61.0,No,7.0,,50.0
7.0,,,7.0,2.0,51.0
6.0,55.0,No,8.0,3.0,43.0
8.0,46.0, No ,5.0,7.0,40.0
4.0,46.0,Yes,8.0,invalid,
,89.0,Yes,7.0,5.0,63.0
30.91532574884556,89.0,Yes,6.0,9.0,82.0
30.91532574884556,41.0,No,5.0,8.0,20.0
6.0,86.0,Yes,4.0,9.0,73.0
2.0,53.0,,9.0,8.0,32.0
,70.0,No,8.0,4.0,67.0
1.0,89.0,Yes,9.0,2.0,69.0
6.0,,Yes,,5.0,67.0
,53.0,No,6.0,8.0,44.0
5.0,44.0,No,23.458558266338233,invalid,29.0
5.0,50.0,Yes,8.0,3.0,38.0
1.0,79.0,,23.458558266338233,4.0,52.0
30.91532574884556,44.0,Yes,4.0,6.0,25.0
,68.0,Yek,7.0,9.0,
7.0,50.0,No,,,42.0
,44.0,No,,,24.0
4.0,88.0,,7.0,0.0,70.0
3.0,93.0,co,,invalid,78.0
30.91532574884556,71.0,Yes,8.0,4.0,51.0
4.0,75.0,No,8.0,,61.0
5.0,54.0,,6.0,8.0,38.0
1.0,58.0,Yes,7.0,1.0,34.0
4.0,61.0,No,23.458558266338233,0.0,42.0
8.0,73.0,Yes,4.0,9.0,68.0
7.0,95.0,No,9.0,6.0,87.0
9.0,56.0,No,4.0,9.0,
5.0,51.0,,8.0,8.0,
4.0,,Yjs,9.0,4.0,45.0
8.0,95.0,Yes,8.0,3.0,
9.0,56.0,,6.0,3.0,247.73254528643105
7.0,49.0,No,7.0,7.0,39.0
7.0,67.0,Yes,8.0,0.0,59.0
5.0,96.0,,8.0,invnlid,
4.0,57.0,jo,4.0,7.0,40.0
1.0,90.0,Yqs,7.0,1.0,64.0
7.0,57.0,,6.0,,53.0
1.0,,Yes,8.0,5.0,
1.0,71.0,Yes,8.0,invalid,44.0
5.0,,,,4.0,41.0
9.0,95.0,,,2.0,91.0
,55.0,Yes,8.0,invalid,46.0
,89.0,Yes,8.0,8.0,
3.0,97.0,Yes,4.0,1.0,76.0
7.0,57.0,Yes,8.0,6.0,50.0
6.0,55.0,No,7.0,7.0,45.0
9.0,243.12340246831906,Yds,7.0,9.0,55.0
6.0,46.0,No,4.0,7.0,33.0
5.0,51.0,Yes,7.0,6.0,37.0
7.0,73.0,No,9.0,,63.0
1.0,49.0,No,9.0,3.0,24.0
7.0,44.0,No,9.0,9.0,37.0
3.0,60.0,No,6.0,invalid,39.0
9.0,,Yes,,9.0,
30.91532574884556,58.0,Yes,6.0,,46.0
9.0,84.0,No,7.0,invalid,78.0
5.0,83.0,No,4.0,6.0,69.0
7.0,74.0,Nc,9.0,6.0,71.0
4.0,45.0,,4.0,8.0,247.73254528643105
,53.0,,6.0,invalid,45.0
1.0,,No,7.0,7.0,20.0
7.0,84.0,Yes,8.0,6.0,81.0
8.0,90.0,Yes,7.0,3.0,85.0
5.0,243.12340246831906,,9.0,1.0,42.0
2.0,68.0,Yes,7.0,2.0,46.0
30.91532574884556,,Yes,4.0,6.0,60.0
,91.0,,23.458558266338233,8.0,247.73254528643105
2.0,77.0,No,9.0,1.0,55.0
,,No,23.458558266338233,6.0,44.0
,59.0,Yes,9.0,3.0,47.0
1.0,63.0,No,9.0,6.0,41.0
1.0,74.0,Yes,8.0,4.0,247.73254528643105
3.0,83.0,,9.0,invalid,62.0
,,Yes,4.0,5.0,64.0
4.0,58.0,,7.0,invalid,40.0
2.0,95.0,No,4.0,6.0,70.0
9.0,,Ne,7.0,4.0,39.0
7.0,72.0,Yes,5.0,8.0,63.0
7.0,,Yes,9.0,0.0,32.0
6.0,243.12340246831906,Yes,5.0,0.0,37.0
3.0,97.0,Yes,23.458558266338233,1.0,75.0
6.0,,,7.0,7.0,247.73254528643105
8.0,69.0,Yes,4.0,8.0,63.0
8.0,,No,4.0,6.0,64.0
9.0,69.0,No,9.0,0.0,69.0
1.0,90.0,,4.0,6.0,247.73254528643105
1.0,93.0,No,6.0,7.0,65.0
3.0,63.0,no,23.458558266338233,,44.0
3.0,87.0,YES,23.458558266338233,4.0,65.0
8.0,,Yes,9.0,6.0,81.0
1.0,243.12340246831906,No,5.0,invalid,45.0
2.0,80.0,Yes,4.0,1.0,59.0
2.0,88.0,No,4.0,8.0,67.0
3.0,49.0,No,4.0,1.0,247.73254528643105
6.0,57.0,Yes,9.0,,46.0
1.0,58.0,Yes,8.0,4.0,35.0
2.0,46.0,No,4.0,,22.0
1.0,96.0,No,8.0,invalid,
5.0,58.0,jo,8.0,8.0,
30.91532574884556,243.12340246831906,No,6.0,5.0,55.0
30.91532574884556,,Yes,23.458558266338233,4.0,47.0
1.0,80.0,No,4.0,invalid,55.0
7.0,81.0,Yes,4.0,,74.0
5.0,62.0,,4.0,2.0,49.0
1.0,,,8.0,1.0,68.0
3.0,91.0,Yes,7.0,6.0,
7.0,43.0,yes,5.0,1.0,32.0
,77.0,Yes,9.0,0.0,51.0
7.0,43.0, Yes ,4.0,1.0,34.0
5.0,,Yes,7.0,5.0,33.0
1.0,80.0,No,7.0,1.0,56.0
1.0,243.12340246831906,No,7.0,0.0,54.0
1.0,62.0,No,5.0,,33.0
9.0,,Yes,7.0,3.0,78.0
3.0,92.0,YES,9.0,7.0,77.0
5.0,76.0,Yes,4.0,5.0,62.0
9.0,50.0,No,,3.0,51.0
6.0,94.0,Yes,4.0,invalid,78.0
9.0,50.0,Ns,23.458558266338233,5.0,46.0
8.0,52.0,No,8.0,8.0,50.0
8.0,243.12340246831906,No,7.0,invalid,47.0
1.0,99.0,Yes,,5.0,74.0
9.0,47.0,No,8.0,9.0,47.0
6.0,64.0,No,8.0,,52.0
9.0,57.0,No,8.0,6.0,54.0
3.0,90.0,Yes,8.0,6.0,69.0
3.0,83.0,,,iovalid,64.0
6.0,83.0,Yes,,7.0,69.0
9.0,243.12340246831906,,5.0,4.0,58.0
7.0,49.0,No,7.0,8.0,37.0
3.0,,No,7.0,7.0,26.0
3.0,99.0,Yes,4.0,2.0,80.0
2.0,89.0,No,9.0,0.0,64.0
9.0,83.0, Yes ,4.0,2.0,78.0
3.0,,Yes,8.0,1.0,35.0
5.0,54.0,Yes,5.0,1.0,36.0
30.91532574884556,55.0,No,7.0,3.0,55.0
8.0,41.0,ees,9.0,1.0,36.0
2.0,69.0,Yes,6.0,7.0,46.0
3.0,69.0,No,4.0,4.0,51.0
2.0,243.12340246831906,No,6.0,0.0,30.0
,70.0,Yes,7.0,5.0,68.0
6.0,83.0,Yes,4.0,6.0,69.0
6.0,87.0,Yes,23.458558266338233,0.0,78.0
9.0,52.0,No,4.0,,51.0
30.91532574884556,,Yes,,8.0,55.0
,88.0,Yes,7.0,6.0,72.0
,89.0,No,6.0,invalid,71.0
9.0,74.0,No,5.0,5.0,
1.0,62.0,Yes,9.0,5.0,38.0
2.0,81.0,,9.0,2.0,61.0
2.0,72.0,,4.0,1.0,49.0
6.0,77.0,Yes,6.0,4.0,67.0
4.0,74.0,Nh,7.0,7.0,56.0
3.0,90.0,Yes,6.0,2.0,68.0
,75.0,YES,23.458558266338233,invalid,60.0
,59.0,No,4.0,2.0,34.0
,94.0,Yes,6.0,6.0,83.0
8.0,42.0,No,7.0,5.0,37.0
7.0,47.0,Yes,8.0,5.0,
4.0,79.0,No,9.0,0.0,62.0
4.0,98.0,No,5.0,1.0,80.0
,71.0,Na,,5.0,46.0
1.0,68.0,No,9.0,7.0,47.0
9.0,46.0,No,8.0,4.0,46.0
2.0,41.0,No,,,13.0
8.0,60.0,,6.0,4.0,247.73254528643105
9.0,,,6.0,8.0,42.0
4.0,67.0,No,8.0,5.0,51.0
8.0,87.0,Yes,8.0,invalid,81.0
9.0,81.0,No,7.0,invalid,75.0
5.0,75.0,No,7.0,5.0,59.0
7.0,71.0,Yes,5.0,8.0,62.0
4.0,84.0,,4.0,6.0,
,81.0,Yes,4.0,9.0,51.0
3.0,92.0,,8.0,2.0,
,85.0,Np,,9.0,68.0
,48.0,Yes,5.0,9.0,28.0
7.0,50.0,No,7.0,4.0,39.0
,62.0,No,6.0,3.0,55.0
,89.0,No,4.0,4.0,76.0
30.91532574884556,50.0, Yes ,5.0,7.0,24.0
7.0,88.0,Yes,,5.0,81.0
,41.0, Yes ,7.0,3.0,24.0
5.0,42.0,Yes,7.0,4.0,29.0
4.0,,Yes,6.0,6.0,37.0
30.91532574884556,243.12340246831906,,23.458558266338233,7.0,74.0
5.0,98.0,Yes,8.0,4.0,
6.0,74.0,Yes,8.0,1.0,64.0
6.0,97.0,No,7.0,INVALID,90.0
,54.0,,7.0,8.0,46.0
,82.0,xes,6.0,2.0,247.73254528643105
9.0,50.0,,7.0,6.0,48.0
